date,PX_LAST
2020-09-01,12022.35
2020-09-02,11375.47
2020-09-03,10785.86
2020-09-04,10606.46
2020-09-05,10086.94
2020-09-06,10236.79
2020-09-07,10154.11
2020-09-08,10016.81
2020-09-09,10259.62
2020-09-10,10307.29
2020-09-11,10329.82
2020-09-12,10441.8
2020-09-13,10318.18
2020-09-14,10694.29
2020-09-15,10867.34
2020-09-16,10998.05
2020-09-17,10937.41
2020-09-18,10890.68
2020-09-19,11093.84
2020-09-20,10858.0
2020-09-21,10479.79
2020-09-22,10516.06
2020-09-23,10224.14
2020-09-24,10631.74
2020-09-25,10717.46
2020-09-26,10720.88
2020-09-27,10725.25
2020-09-28,10871.25
2020-09-29,10756.95
2020-09-30,10706.95
2020-10-01,10606.06
2020-10-02,10547.65
2020-10-03,10572.62
2020-10-04,10650.02
2020-10-05,10741.28
2020-10-06,10549.5
2020-10-07,10661.08
2020-10-08,10898.05
2020-10-09,11041.96
2020-10-10,11367.8
2020-10-11,11332.36
2020-10-12,11568.4
2020-10-13,11434.88
2020-10-14,11393.36
2020-10-15,11545.26
2020-10-16,11319.41
2020-10-17,11354.91
2020-10-18,11445.83
2020-10-19,11735.13
2020-10-20,11904.78
2020-10-21,12855.5
2020-10-22,13124.02
2020-10-23,12942.9
2020-10-24,13113.04
2020-10-25,13036.88
2020-10-26,13019.83
2020-10-27,13620.54
2020-10-28,13213.48
2020-10-29,13486.71
2020-10-30,13639.46
2020-10-31,13850.1
2020-11-01,13823.15
2020-11-02,13619.76
2020-11-03,13741.48
2020-11-04,14008.75
2020-11-05,15243.85
2020-11-06,15553.32
2020-11-07,14837.0
2020-11-08,15342.02
2020-11-09,15387.48
2020-11-10,15389.01
2020-11-11,15831.57
2020-11-12,16159.74
2020-11-13,16294.47
2020-11-14,16008.29
2020-11-15,15857.79
2020-11-16,16704.72
2020-11-17,17639.21
2020-11-18,17786.57
2020-11-19,17946.04
2020-11-20,18589.49
2020-11-21,18670.93
2020-11-22,18597.77
2020-11-23,18422.02
2020-11-24,18944.86
2020-11-25,18880.69
2020-11-26,17055.5
2020-11-27,17005.85
2020-11-28,17763.11
2020-11-29,18270.66
2020-11-30,19378.61
2020-12-01,19055.69
2020-12-02,19156.67
2020-12-03,19462.14
2020-12-04,18825.45
2020-12-05,19020.64
2020-12-06,19248.35
2020-12-07,19084.67
2020-12-08,18773.5
2020-12-09,18520.56
2020-12-10,18349.98
2020-12-11,18101.38
2020-12-12,18800.18
2020-12-13,19178.3
2020-12-14,19199.17
2020-12-15,19424.24
2020-12-16,21206.36
2020-12-17,22779.13
2020-12-18,22901.2
2020-12-19,23992.92
2020-12-20,23385.77
2020-12-21,23142.45
2020-12-22,23437.95
2020-12-23,23297.72
2020-12-24,23405.27
2020-12-25,24411.43
2020-12-26,26670.1
2020-12-27,26385.71
2020-12-28,26599.22
2020-12-29,26895.14
2020-12-30,28904.39
2020-12-31,28996.28
2021-01-01,29250.59
2021-01-02,31702.36
2021-01-03,33591.73
2021-01-04,31037.38
2021-01-05,33792.24
2021-01-06,35939.27
2021-01-07,39733.0
2021-01-08,40040.7
2021-01-09,40858.59
2021-01-10,38048.82
2021-01-11,33964.38
2021-01-12,34712.73
2021-01-13,37283.48
2021-01-14,38765.5
2021-01-15,36261.52
2021-01-16,35935.02
2021-01-17,36533.95
2021-01-18,36234.13
2021-01-19,36489.64
2021-01-20,34913.07
2021-01-21,31217.0
2021-01-22,33322.33
2021-01-23,32366.47
2021-01-24,31932.47
2021-01-25,32701.29
2021-01-26,32017.04
2021-01-27,31005.85
2021-01-28,33248.02
2021-01-29,34641.09
2021-01-30,34694.89
2021-01-31,32601.26
2021-02-01,33664.82
2021-02-02,35687.9
2021-02-03,37294.95
2021-02-04,37681.13
2021-02-05,37858.84
2021-02-06,40093.11
2021-02-07,38590.04
2021-02-08,44691.74
2021-02-09,47335.77
2021-02-10,45039.51
2021-02-11,46931.97
2021-02-12,47947.17
2021-02-13,47177.95
2021-02-14,48865.24
2021-02-15,48203.45
2021-02-16,48585.51
2021-02-17,52400.42
2021-02-18,52037.53
2021-02-19,55629.08
2021-02-20,56537.03
2021-02-21,57355.29
2021-02-22,54938.64
2021-02-23,47962.92
2021-02-24,48758.53
2021-02-25,48083.51
2021-02-26,45672.06
2021-02-27,46864.06
2021-02-28,45248.24
2021-03-01,48856.4
2021-03-02,47451.1
2021-03-03,50952.74
2021-03-04,47918.88
2021-03-05,49053.13
2021-03-06,48602.01
2021-03-07,50107.87
2021-03-08,51878.94
2021-03-09,54320.06
2021-03-10,56931.78
2021-03-11,57624.02
2021-03-12,56965.96
2021-03-13,61078.03
2021-03-14,60273.94
2021-03-15,56414.61
2021-03-16,56388.15
2021-03-17,57751.66
2021-03-18,57501.51
2021-03-19,58410.01
2021-03-20,58541.76
2021-03-21,57813.39
2021-03-22,54554.83
2021-03-23,54447.56
2021-03-24,54050.57
2021-03-25,52001.01
2021-03-26,54002.49
2021-03-27,55887.89
2021-03-28,54845.71
2021-03-29,57234.35
2021-03-30,58673.67
2021-03-31,58960.2
2021-04-01,58859.78
2021-04-02,58674.76
2021-04-03,58064.8
2021-04-04,58044.39
2021-04-05,58799.14
2021-04-06,58243.87
2021-04-07,56227.64
2021-04-08,57679.16
2021-04-09,58333.6
2021-04-10,58568.57
2021-04-11,59674.92
2021-04-12,59977.92
2021-04-13,63193.56
2021-04-14,62384.19
2021-04-15,63410.29
2021-04-16,62005.42
2021-04-17,60870.13
2021-04-18,56291.89
2021-04-19,56210.89
2021-04-20,56800.5
2021-04-21,54996.31
2021-04-22,51593.44
2021-04-23,50567.72
2021-04-24,50984.81
2021-04-25,48122.24
2021-04-26,53262.87
2021-04-27,55192.62
2021-04-28,54438.68
2021-04-29,52990.9
2021-04-30,56814.44
2021-05-01,57725.77
2021-05-02,57042.24
2021-05-03,56811.66
2021-05-04,54770.39
2021-05-05,56895.44
2021-05-06,55955.47
2021-05-07,57684.39
2021-05-08,59004.37
2021-05-09,57931.38
2021-05-10,55308.81
2021-05-11,56911.32
2021-05-12,54482.81
2021-05-13,49312.81
2021-05-14,49193.56
2021-05-15,48242.61
2021-05-16,44098.92
2021-05-17,44816.08
2021-05-18,43294.36
2021-05-19,38336.11
2021-05-20,40078.49
2021-05-21,35251.36
2021-05-22,38084.88
2021-05-23,33700.55
2021-05-24,39024.16
2021-05-25,37646.5
2021-05-26,38774.5
2021-05-27,38495.29
2021-05-28,35218.36
2021-05-29,34269.86
2021-05-30,36081.09
2021-05-31,36690.89
2021-06-01,36322.98
2021-06-02,37745.13
2021-06-03,38705.27
2021-06-04,37056.79
2021-06-05,35854.31
2021-06-06,35978.7
2021-06-07,34457.74
2021-06-08,33629.96
2021-06-09,36408.39
2021-06-10,36494.56
2021-06-11,37152.15
2021-06-12,36020.18
2021-06-13,39260.32
2021-06-14,39831.58
2021-06-15,39948.77
2021-06-16,38532.5
2021-06-17,37747.52
2021-06-18,35517.31
2021-06-19,36119.11
2021-06-20,35823.29
2021-06-21,32582.59
2021-06-22,32903.52
2021-06-23,33059.18
2021-06-24,34859.9
2021-06-25,32215.31
2021-06-26,31305.79
2021-06-27,32635.76
2021-06-28,34677.77
2021-06-29,36168.2
2021-06-30,34585.0
2021-07-01,33422.0
2021-07-02,33142.64
2021-07-03,34728.55
2021-07-04,35547.25
2021-07-05,33855.36
2021-07-06,33957.11
2021-07-07,34544.86
2021-07-08,32815.73
2021-07-09,33522.57
2021-07-10,33332.25
2021-07-11,33854.3
2021-07-12,32849.59
2021-07-13,32508.34
2021-07-14,32813.83
2021-07-15,31758.37
2021-07-16,31842.51
2021-07-17,31737.26
2021-07-18,31652.45
2021-07-19,30776.39
2021-07-20,29865.53
2021-07-21,31818.67
2021-07-22,32247.75
2021-07-23,32500.7
2021-07-24,33939.65
2021-07-25,34483.2
2021-07-26,37751.68
2021-07-27,38044.5
2021-07-28,39985.95
2021-07-29,39722.08
2021-07-30,40689.27
2021-07-31,41540.22
2021-08-01,41268.06
2021-08-02,38856.63
2021-08-03,38072.95
2021-08-04,39754.38
2021-08-05,40899.36
2021-08-06,42719.51
2021-08-07,43975.95
2021-08-08,43867.4
2021-08-09,45464.51
2021-08-10,45642.9
2021-08-11,46345.49
2021-08-12,44480.11
2021-08-13,47609.88
2021-08-14,46666.78
2021-08-15,46718.33
2021-08-16,46078.11
2021-08-17,44992.1
2021-08-18,44546.67
2021-08-19,46587.99
2021-08-20,48668.03
2021-08-21,49011.76
2021-08-22,48414.22
2021-08-23,49515.08
2021-08-24,48345.65
2021-08-25,48712.63
2021-08-26,47036.43
2021-08-27,48921.81
2021-08-28,48755.08
2021-08-29,48925.24
2021-08-30,48648.9
2021-08-31,47008.53
2021-09-01,48272.51
2021-09-02,49562.1
2021-09-03,50152.52
2021-09-04,50182.7
2021-09-05,51668.21
2021-09-06,51934.74
2021-09-07,46819.01
2021-09-08,46060.72
2021-09-09,46256.1
2021-09-10,45077.81
2021-09-11,45319.68
2021-09-12,45089.47
2021-09-13,45187.52
2021-09-14,46828.18
2021-09-15,47941.58
2021-09-16,47149.38
2021-09-17,46990.35
2021-09-18,47994.88
2021-09-19,47601.08
2021-09-20,43537.86
2021-09-21,40926.74
2021-09-22,43451.15
2021-09-23,44710.2
2021-09-24,42981.54
2021-09-25,42678.81
2021-09-26,43651.76
2021-09-27,42706.99
2021-09-28,41785.9
2021-09-29,41125.06
2021-09-30,43436.35
2021-10-01,48132.9
2021-10-02,48019.13
2021-10-03,48464.31
2021-10-04,49006.15
2021-10-05,51474.19
2021-10-06,54936.9
2021-10-07,54184.24
2021-10-08,53993.31
2021-10-09,54670.87
2021-10-10,55435.21
2021-10-11,57341.5
2021-10-12,55362.51
2021-10-13,56982.87
2021-10-14,57443.04
2021-10-15,62526.67
2021-10-16,61014.11
2021-10-17,59400.14
2021-10-18,61367.44
2021-10-19,64121.31
2021-10-20,65996.35
2021-10-21,62680.43
2021-10-22,60726.01
2021-10-23,61124.51
2021-10-24,61159.77
2021-10-25,62544.64
2021-10-26,62096.9
2021-10-27,58924.76
2021-10-28,61395.58
2021-10-29,62395.66
2021-10-30,61682.78
2021-10-31,60975.98
2021-11-01,60727.52
2021-11-02,63141.03
2021-11-03,62776.06
2021-11-04,61365.05
2021-11-05,60976.2
2021-11-06,61201.83
2021-11-07,62884.45
2021-11-08,66138.54
2021-11-09,67734.04
2021-11-10,64293.61
2021-11-11,65069.89
2021-11-12,64100.68
2021-11-13,64367.64
2021-11-14,64336.55
2021-11-15,63899.88
2021-11-16,60488.5
2021-11-17,60117.19
2021-11-18,57595.39
2021-11-19,57869.63
2021-11-20,59651.08
2021-11-21,59541.76
2021-11-22,56278.01
2021-11-23,57709.14
2021-11-24,57331.67
2021-11-25,58855.15
2021-11-26,54019.74
2021-11-27,54625.03
2021-11-28,56341.89
